text,is_correct
the fence is to the right of the racket,0
the racket is to the right of the fence,1
the shirt is to the right of the racket,0
the racket is to the right of the shirt,1
the fence is to the right of the man,0
the man is to the right of the fence,1
the racket is to the left of the fence,0
the fence is to the left of the racket,1
the shirt is to the left of the fence,0
the fence is to the left of the shirt,1
the man is to the left of the fence,0
the fence is to the left of the man,1
the toilet is below the floor,0
the floor is below the toilet,1
the can is to the right of the floor,0
the floor is to the right of the can,1
the toilet is near the wall,0
the wall is near the toilet,1
the toilet is above the pipe,0
the pipe is above the toilet,1
the toilet is attached to the pipe,0
the pipe is attached to the toilet,1
the toilet is near the can,0
the can is near the toilet,1
the floor is to the left of the can,0
the can is to the left of the floor,1
the toilet is next to the can,0
the can is next to the toilet,1
the can is near the toilet,0
the toilet is near the can,1
the can is next to the toilet,0
the toilet is next to the can,1
the pipe is below the toilet,0
the toilet is below the pipe,1
the wall is near the toilet,0
the toilet is near the wall,1
the can is to the right of the bowl,0
the bowl is to the right of the can,1
the pan is to the right of the tray,0
the tray is to the right of the pan,1
the paper is to the right of the tray,0
the tray is to the right of the paper,1
the paper is to the left of the cup,0
the cup is to the left of the paper,1
the tray is to the left of the paper,0
the paper is to the left of the tray,1
the tray is to the left of the pan,0
the pan is to the left of the tray,1
the building is by the motorcycles,0
the motorcycles is by the building,1
the fence is to the right of the jacket,0
the jacket is to the right of the fence,1
the person is to the left of the fence,0
the fence is to the left of the person,1
the jacket is to the left of the fence,0
the fence is to the left of the jacket,1
the jacket is wearing the person,0
the person is wearing the jacket,1
the fence is to the right of the person,0
the person is to the right of the fence,1
the family is to the right of the bicycle,0
the bicycle is to the right of the family,1
the girl is to the right of the bicycle,0
the bicycle is to the right of the girl,1
the family is to the right of the frame,0
the frame is to the right of the family,1
the girl is to the right of the frame,0
the frame is to the right of the girl,1
the bicycle is to the left of the family,0
the family is to the left of the bicycle,1
the frame is to the left of the girl,0
the girl is to the left of the frame,1
the beach is on the man,0
the man is on the beach,1
the water is in the man,0
the man is in the water,1
the sidewalk is near the fence,0
the fence is near the sidewalk,1
the floor is on the rug,0
the rug is on the floor,1
the desk is to the right of the floor,0
the floor is to the right of the desk,1
the floor is to the left of the desk,0
the desk is to the left of the floor,1
the wall is to the right of the window,0
the window is to the right of the wall,1
the window is to the left of the wall,0
the wall is to the left of the window,1
the chair is to the left of the rug,0
the rug is to the left of the chair,1
the floor is on the rug,0
the rug is on the floor,1
the rug is to the right of the chair,0
the chair is to the right of the rug,1
the ground is on the snow,0
the snow is on the ground,1
the laptop is to the right of the man,0
the man is to the right of the laptop,1
the laptop is using the man,0
the man is using the laptop,1
the laptop is working on the man,0
the man is working on the laptop,1
the laptop is to the right of the ceiling,0
the ceiling is to the right of the laptop,1
the laptop is to the right of the ceiling,0
the ceiling is to the right of the laptop,1
the laptop is to the right of the jacket,0
the jacket is to the right of the laptop,1
the man is to the left of the laptop,0
the laptop is to the left of the man,1
the jacket is to the left of the laptop,0
the laptop is to the left of the jacket,1
the ceiling is to the left of the laptop,0
the laptop is to the left of the ceiling,1
the ceiling is to the left of the laptop,0
the laptop is to the left of the ceiling,1
the ocean is in the man,0
the man is in the ocean,1
the suit is wearing the man,0
the man is wearing the suit,1
the man is of the shirt,0
the shirt is of the man,1
the shorts is wearing the man,0
the man is wearing the shorts,1
the sky is in the clouds,0
the clouds is in the sky,1
the road is to the left of the sidewalk,0
the sidewalk is to the left of the road,1
the tree is to the right of the road,0
the road is to the right of the tree,1
the sidewalk is to the right of the road,0
the road is to the right of the sidewalk,1
the bus is to the left of the tree,0
the tree is to the left of the bus,1
the road is to the left of the tree,0
the tree is to the left of the road,1
the road is on the bus,0
the bus is on the road,1
the tree is to the right of the bus,0
the bus is to the right of the tree,1
the table is to the right of the floor,0
the floor is to the right of the table,1
the seat is to the right of the floor,0
the floor is to the right of the seat,1
the blinds is to the right of the wall,0
the wall is to the right of the blinds,1
the floor is to the left of the seat,0
the seat is to the left of the floor,1
the floor is to the left of the table,0
the table is to the left of the floor,1
the wall is to the left of the blinds,0
the blinds is to the left of the wall,1
the elephant is of the head,0
the head is of the elephant,1
the grass is to the left of the man,0
the man is to the left of the grass,1
the pants is wearing the man,0
the man is wearing the pants,1
the man is to the right of the grass,0
